Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-11 7:13:53,elife,elife,71185,Typesetter Review,Editor,level-2,"In the XML, 'bioRxiv' is missing from the text ""This manuscript was published as a preprint at ."" - please fix this.",Preprint statement updated,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),4h 35m
2022-01-11 10:51:27,elife,elife,70816,Pre-editing,Editor,level-2,"While approve, it shows validation error like Attribute data-id should not be same. Please fix.",Validation error cleared,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),1h 44m
2022-01-11 13:16:41,elife,elife,72266,Pre-editing,Editor,level-2,"1. This is a CC0 licensed article (http://creativecommons.org/publicdomain/zero/1.0/), but there is a copyright-holder (Cao et al) which is not correct.2. If a license element has an xlink:href attribute, there must be a link in license-p that matches the link in the license/@xlink:href attribute. License link: http://creativecommons.org/publicdomain/zero/1.0/. Links in the license-p: http://creativecommons.org/publicdoman/zero/1.0/.3. If a license contains an ali:license_ref element, there must be a link in license-p that matches the link in the ali:license_ref element. ali:license_ref link: http://creativecommons.org/publicdomain/zero/1.0/. Links in the license-p: http://creativecommons.org/publicdoman/zero/1.0/.Please fix these error.",License updated,Probe Validation,Others,Pattern not recognised,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),2h 4m
2022-01-11 7:02:39,elife,elife,71503,Typesetter Review,Editor,level-2,"[ref-list-distinct-1] In the reference list, each reference must be unique in its citation style (combination of authors and year). If a reference's citation is the same as anothers, a lowercase letter should be suffixed to the year (e.g. Smith et al., 2020a). Anderson, 2006 with the id bib150 does not meet this requirement. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/references#ref-list-distinct-1--Please fix reorder issue",Reference re-order fixed,Probe Validation,Others,Unable to add additional elements,Product,Process Complication,Ranjithkumar (TYPESETTER),6h 34m
2022-01-11 4:15:32,elife,elife,75922,Pre-editing,Editor,level-2,"Please fix this following error1. disp-subj-value-test-3] Article is an @article-type=""article-commentary"" but the display channel is Scientific Correspondence. It should be 'Insight' according to the article-type.2. [back-test-7] An fn-group[@content-type='competing-interest'] must be present as a child of back Scientific Correspondence content.3. [back-test-11] article-commentary type articles cannot contain additional information sections (sec[@sec-type=""additional-information""]).4. [additional-info-test-4] article-commentary type articles should not contain author contributions.5. [insight-related-article-test-1] Insight related article links must have the related-article-type 'commentary-article'. The link for 10.7554/eLife.74985 has 'article-reference'.6. [doi-in-display-test] article-title element contains a doi - Unexpected plasticity in the life cycle of Trypanosoma brucei eLife 10:e66028. 10.7554/eLife.66028, 34355698.. The doi must be moved to the appropriate field, and the correct information should be included in this element (or queried if the information is missing).Sample article ""74268""",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),9h 14m
2022-01-11 8:12:59,elife,elife,72930,Typesetter Review,Proofing,level-2,PDF is not generating. Please fix.Screenshot at 2022-01-11 13-42-04.png,"Main proof and FigurePDF has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. Main proof: https://kriya2.kriyadocs.com/resources/elife/elife/72930/proofing/kriya2.kriyadocs.com/72930.pdf?method=server Figure proof: https://kriya2.kriyadocs.com/resources/elife/elife/eLife.72930_figure/proofing/kriya2.kriyadocs.com/eLife.72930_figure.pdf?method=server )",Proofing scripts,Job manager,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),1h 34m
2022-01-11 11:03:46,elife,elife,72930,Typesetter Review,Editor,level-2,Couldn't sign off the file error showing while clicking 'Approve'. Fix this.Screenshot at 2022-01-11 16-31-26.png[Note that proof is not generating for this file. So proof (including figure pdf) is generated through server],Reverting back to production.,Probe Validation,Others,User unable to override the house style,Process,Process Complication,Ranjithkumar (TYPESETTER),3h 18m
2022-01-11 9:16:36,elife,elife,70680,Pre-editing,Editor,level-2,"[empty-xref-test] Empty xref in the body is not allowed. Its position is here in the text - ""NHSL1*Empty xref*"". https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/allowed-assets/asset-citations#empty-xref-test /article[1]/body[1]/sec[2]/sec[4]/table-wrap[1]/table[1]/tbody[1]/tr[1]/td[1]/xref[1].Please do fix this error.",Xref issue fixed,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),4h 58m
2022-01-11 12:04:41,cabi,cabi.55874,cabi.55874.005,Typesetter Check,Editor,level-2,"Schwartz, R. (1999) move this ref to after Schwartz, J.L. (2018)Pls add this DOI: 10.1079/9781800621282.0005 - below copyright line",listed DOI updated,Document elements,References,User not able to structure,Product,Product New Requirement,Ranjithkumar (TYPESETTER),2h 53m
2022-01-11 9:42:58,cabi,cabi.55874,cabi.55874.003,Typesetter Check,Editor,level-2,Pls add this DOI: 10.1079/9781800621282.0003 - below copyright line,DOI field updated,Document elements,Metadata,Unable to add additional elements,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),4h 19m
2022-01-11 11:15:07,cabi,cabi.55874,cabi.55874.004,Typesetter Check,Editor,level-2,Pls add this DOI: 10.1079/9781800621282.0004 - below copyright line,DOI updated,Document elements,Citation,User unable to override the house style,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),3h 34m
2022-01-11 8:26:39,elife,elife,70217,Typesetter Review,Editor,level-2,Fix this error; [duplicate-orcid-test] There is more than one author with the following ORCiD(s) - 0000-0001-7905-6434 - which must be incorrect.,Duplicate orcid removed,Document elements,Metadata,House style incorrect,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),5h 30m
2022-01-11 15:00:06,elife,elife,74234,Typesetter Review,Editor,level-2,Attribute data-id should not be empty.,PDF generated,Document elements,Funding,User not able to structure,People,Process Complication,Ranjithkumar (TYPESETTER),1h 43m
2022-01-11 13:12:48,spe,spej,SJ-0721-0048.R2,Typesetter Review,Editor,level-2,"Please remove the duplicate uncited one ""(Hewitt et al. 2016Hewitt et al. (2016))""",citation fixed,Document elements,Funding,PDF issues,People,Product Missed Requirement,Ranjithkumar (TYPESETTER),2h 43m
2022-01-11 14:52:26,spe,speree,SPE-209587-PA,Pre-editing,Editor,level-2,"1) Remove two auto AQ's Li, 2010 and Lu, 2021.2) Please find the attached MS. Marked and added comment for figure citation link style in attached MS. Please rename the Figure citation links in kriya as present in the comment near the highlighted citation in the attached manuscriptOguntola_Manuscript marked.pdf",Listed issues fixed,Document elements,Video component,User unable to override the house style,Product,People Training,Ranjithkumar (TYPESETTER),0h 56m
2022-01-11 7:59:41,elife,elife,62583,Typesetter Review,Editor,level-2,Head level mismatch--Please fix this issue,Head level issue fixed,Document elements,Author,Unable to add additional elements,Product,People Training,Ranjithkumar (TYPESETTER),2h 43m
2022-01-11 5:09:37,spe,spej,spe-209584-pa,Pre-editing,Editor,level-2,1) Head levels and few lines are spread or not alligned from left to right. I have marked them in attached proof. Please fix.2) Please check Algorithm 1. In kriya all the text inside Algorithm 1 is indented but in proof all the text is center alligned. Marked in attached proof. Please fix the indentation as present in manuscript.spe-209584-pa marked proof.pdf,"1. br tag removed.2. Check with proofing team, either it needs to be tagged with other tagging.",Document elements,Citation,Unable to add additional elements,Product,Process Complication,Ranjithkumar (TYPESETTER),2h 25m
2022-01-11 13:39:20,spe,speree,RE-0621-0012.R2,Typesetter Check,Editor,level-2,"Remove the repeated head ""Acknowledgments"" ..Refer: https://kriya2.kriyadocs.com/resources/spe/speree/RE-0621-0012.R2/proofing/RE-0621-0012.R2.pdf?method=server",Ack duplication fixed,Document elements,Metadata,House style incorrect,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),2h 5m
2022-01-11 11:56:43,spe,spej,SPE-209235-PA,Typesetter Check,Editor,level-2,"In the sentence ""with plug flow, as shown in Fig. 12"" change Fig. 12 to ""Fig. 12b and 12c""",Figure ciation changed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 36m
2022-01-11 7:52:28,bjp,bjo,BJO-2021-0215.R1,Typesetter Check,Editor,level-2,BJO-2021-0215.R1 References.JPG References serial dots formatted wrongly in the PDF. Sample .JPG kindly check and fix it. As affixed in the sample image.,References serial dots formatted corrected please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),6h 39m
2022-01-11 5:41:31,bjp,bjj,BJJ-2021-1180.R1,Typesetter Review,Editor,level-2,Please fix probe error,"Signing off to next stage. Please clear below issue (first-authorship), and ask sumathi to raise the git ticket.",XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),5h 39m
2022-01-11 5:14:17,mbs,ijsem,IJSEM-D-21-00683,Typesetter Review,Editor,level-2,Please remove the deleted image in before endmatter.,Unwanted inline image removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 34m
2022-01-11 8:33:09,elife,elife,65437,Typesetter Review,Editor,level-2,1. Please replace all cases of D.melanogaster with D. melanogaster. Ensuring that the italics is retained.--please give space after dot 2. please fix background color in tablef0646dae-a857-4249-85d8-51a06d260602.jpeg,Listed issue fixed. Please check content key resources table at your end.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),7h 15m
2022-01-11 6:16:30,elife,elife,70970,Typesetter Review,Editor,level-2,"Unable to sign off the article, please update the satage to publisher review",Signing off to next stage.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 28m
2022-01-11 5:46:01,cabi,cabi.55874,cabi.55874.001,Typesetter Check,Editor,level-2,Pls add this doi number (10.1079/9781800621282.0001) at the bottom of copyright line (on chapter opening page)Format: DOI: 10.1079/9781800621282.0001,Doi updated,XML,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),7h 32m
2022-01-11 11:58:32,bmj,bmjdrc,bmjdrc-2021-002517,Pre-editing,Editor,level-2,Please clear validation error.,Table 3 data id changed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 7m
2022-01-11 8:51:41,bjp,bjj,BJJ-2021-1209.R1,Typesetter Review,Proofing,level-2,Move Fig 4 to the top of page 5 with Table III beneath it in column 1. Make sure the text below each float are in aligned columns.,Processed in Offline.,Offline process,New issues,Workflow issues,People,Special Request,Sathish Kumar (TYPESETTER),5h 24m
2022-01-11 14:35:29,bjp,bjj,BJJ-2021-1209.R1,Typesetter Review,Editor,level-2,Kindly move this article to next state.,Copyright year changed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 21m
2022-01-11 5:42:38,mbs,ijsem,IJSEM-D-22-00020,Pre-editing,Editor,level-2,1. Please add footnote option for table.2. Please fix the DTD error.,Listed issue fixed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 42m
2022-01-11 9:58:03,bir,bjrcr,bjrcr.20210035,Typesetter Check,Editor,level-2,Fpage lpage duplicate pls fix,Duplicate f page l page removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 35m
2022-01-11 8:16:18,cabi,cabi.55874,cabi.55874.002,Typesetter Check,Editor,level-2,Pls add this DOI: 10.1079/9781800621282.0002 - below copyright lineAm unable to make 'bc–ad' into small caps in running head. pls update,Doi updated,XML,Others,Unable to add additional elements,Product,Product bug,Hariharan (TYPESETTER),5h 19m
2022-01-11 3:48:21,bjp,bjj,BJJ-2021-0764.R2,Typesetter Review,Editor,level-2,Fix probe error,Copyright year changed.,XML,Others,Other,Process,Product bug,Pradheep (TYPESETTER),1h 14m
2022-01-11 11:38:06,bjp,bjj,BJJ-2021-0764.R2,Typesetter Review,Proofing,level-2,"{id: ""1ab3fc55-b82d-413d-adb5-a6711cc59323"",…}}I have made some changes to the text and tables - please ensure that these changes are carried over to the new PDF",Processed in Offline.,Offline process,New issues,Workflow issues,People,Special Request,Sathish Kumar (TYPESETTER),1h 41m
2022-01-11 5:11:30,mbs,acmi,ACMI-D-21-00194,Typesetter Review,Editor,level-2,Please fix the Probe validation error.,Table 1 footenote unwanted double space removed.,XML,Others,Other,Product,Product New Requirement,Pradheep (TYPESETTER),2h 21m
2022-01-11 11:13:23,mbs,acmi,ACMI-D-21-00194,Typesetter Review,Proofing,level-2,Pdf generation failed. Error: Process killed - task exit.,Proof has been generated,Proofing scripts,Job manager,Other,Product,Product bug,Aysha (TYPESETTER),0h 43m
2022-01-11 8:19:39,elife,elife,74512,Typesetter Review,Editor,level-2,Client request: Kindly change 'Video 1' to 'Figure 2—video 1' and move below the 'Figure 2-source data 1' block and change its respective citations also to 'Figure 2—video 1'.,Figure 2 video updated,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 48m
2022-01-11 11:25:31,elife,elife,74512,Typesetter Review,Editor,level-2,Couldn't sign off the file error throwing. Kindly fix.Screenshot at 2022-01-11 16-54-02.png,No errors found reverting back to production,Tables,Table footnotes,Unable to add additional elements,Product,Product New Requirement,Ranjithkumar (TYPESETTER),3h 35m
2022-01-11 6:04:38,elife,elife,70510,Typesetter Check,Editor,level-2,Please remove duplicate KRTScreenshot from 2022-01-11 11-33-43.png,Duplicated keyresource table removed,Tables,Others,Other,Product,Product bug,Deepika (TYPESETTER),3h 45m
2022-01-11 10:03:00,elife,elife,73651,Pre-editing,Editor,level-2,Unable to load this docx file please load this file attached in Notes.,reverting back,Structure Content,other,Editor Functionality,Process,Product New Requirement,Ranjithkumar Murugan,4h 23m
2022-01-11 3:40:29,elife,elife,68490,Pre-editing,Editor,level-2,Please convert this tex,Latex file loaded,Structure Content,other,Saving Issue,Product,Special Request,Muthukumar Balachandran,13h 20m
2022-01-11 9:37:16,bmj,medhum,medhum-2021-012257,Pre-editing,Editor,level-2,AHS not working. Please fix,AHS Done,AHS not working,other,Saving Issue,Product,Product BUG,Muthukumar Balachandran,5h 14m
2022-01-11 11:31:21,elife,elife,60311,Typesetter Review,Proofing,level-2,Please can you fix the error preventing the figures PDF and Article PDF from building. Please also build updated PDFs.Screenshot from 2022-01-11 17-00-46.png,Both Figure and main article Proof has been generated,Proofing scripts,Job manager,PDF issues,People,People Training,Gowri Manohar (TYPESETTER),2h 11m
2022-01-11 11:55:17,mbs,ijsem,IJSEM-D-21-00773,Typesetter Review,Proofing,level-2,Base align missing in pdf. Pdf generation failed. Please generate the pdf this article.,"Fixed. (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. (https://kriya2.kriyadocs.com/resources/mbs/ijsem/IJSEM-D-21-00773/proofing/kriya2.kriyadocs.com/IJSEM-D-21-00773.pdf?method=server ).",Proofing scripts,Job manager,Other,Product,Product bug,Aysha (TYPESETTER),1h 1m
2022-01-11 11:55:17,mbs,ijsem,IJSEM-D-21-00773,Typesetter Review,Proofing,level-2,Base align missing in pdf. Pdf generation failed. Please generate the pdf this article.,"Fixed. (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. (https://kriya2.kriyadocs.com/resources/mbs/ijsem/IJSEM-D-21-00773/proofing/kriya2.kriyadocs.com/IJSEM-D-21-00773.pdf?method=server ).",Knowledge issue,Not referred FAQ,Other,Product,Product bug,Aysha (TYPESETTER),1h 1m
2022-01-11 9:36:49,bjp,bjj,BJJ-2021-0890.R1,Typesetter Review,Proofing,level-2,"Table 1- Reduce the length of the line above ""3 and 4"" - it is too close to ""Median follow-up""",Fixed.,Proofing scripts,Bug,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),2h 4m
2022-01-11 7:42:07,elife,elife,67282,Typesetter Review,Proofing,level-2,"In the proof, there is an extra line of space between the title for 'Figure 3 Source Data and Figure supplement' and 'Figure 4 Source Data and Figure supplement'. Kindly fix this issue.Screenshot at 2022-01-11 13-05-55.pngScreenshot at 2022-01-11 13-06-28.png",Fixed,Editor issue,XML structure - Misc,Other,Product,Product bug,Aysha (TYPESETTER),1h 47m
2022-01-11 8:04:15,mbs,mic,MIC-D-21-00369,Final Deliverables,Proofing,level-2,"Customer has requested to typeset this article with older layout. Please provide pdf with older layout (THIS ARTICLE MUST BE PUT INTO THE NOVEMBER 2021 ISSUE, RETAINING THE OLD PDF DESIGN, AMD COPYRIGHT YEAR 2021.)",Processed in Offline,Offline process,New issues,Workflow issues,People,Special Request,Sathish Kumar (TYPESETTER),5h 54m
