Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-21 12:25:06,bmj,medhum,medhum-2021-012220,Typesetter Review,Editor,level-2,"(1) Unable to Add authors in reference. Please add “van Manen, Max” (Sur name: van Manen; Given: Max) in Ref: Phenomenology of Practice. 2014. Walnut Creek: Left Coast Press.(2) Unable to Add authors in reference. Please add “van Manen, Michael” (Sur name: van Manen; Given: Michael) in Ref: Phenomenology of the Newborn. 2019. 1st ed. New York, NY : Routledge, 2019. | Series: Phenomenology of practice: Routledge. https://doi.org/10.4324/9781351045674",Reference updated,Document elements,References,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 17m
2022-01-21 2:25:15,bmj,ijgc,ijgc-2021-002492,Typesetter Review,Editor,level-2,"In reference list, there are two references in serial number '1'. Please correct the serial numberThis reference should be 31 'Lan C, Shen J, Wang Y, et al. Camrelizumab Plusplus Apatinibapatinib in Patientspatients Withwith Advancedadvanced Cervicalcervical Cancercancer (CLAP): Aa Multicentermulticenter, Openopen-Labellabel, Singlesingle-Armarm, Phasephase II Trialtrial. J Clin Oncol 2020;38:4095–106.10.1200/JCO.20.01920http://www.ncbi.nlm.nih.gov/pubmed/33052760' move after 30 and order the reference id.",Reference updated,Document elements,References,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),3h 26m
2022-01-21 10:00:18,bmj,ijgc,ijgc-2021-002492,Typesetter Review,Editor,level-2,"Id is not ordered, if I tried to cite 32 it is citing as 31, please order it.",ID updated,Document elements,Citation,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 41m
2022-01-21 7:02:48,bjp,bjj,BJJ-2021-1237.R1,Typesetter Review,Editor,level-2,"1. Please fix ref 22 like this: Costa M, Achten J, Parsons N. Five-year outcomes for patients sustaining severe fractures of the lower limb: Mid-term results from the wound management open lower limb fracture (WOLLF) trial. Unpublished.2. Fix probe error",Copyright year updated,Document elements,Copyright statement,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 23m
2022-01-21 8:30:47,ppl,bio,bio_2021_201,Typesetter Check,Editor,level-2,Author biography email ID should be color. Please fix.,Email id color updated,Document elements,Author,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 53m
2022-01-21 12:52:24,spe,spej,SPE-209228-PA,Typesetter Check,Editor,level-2,"In Affiliation 3 change ""PetrChina Marketing Company"" to ""PetroChina Marketing Company""",aff updated,Document elements,Affiliation,Unable to add additional elements,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),0h 18m
2022-01-21 8:40:26,elife,elife,63405,Typesetter Check,Editor,level-2,"list-type check: list-type attribute restricted to [order bullet alpha-lower alpha-upper roman-lower roman-upper simple QandA ], not [endash]. (Tagging Guidelines) /ERR/article/back/app-group/app/sec/sec[5]/list",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 31m
2022-01-21 12:19:08,sage,cms,CMS1077903,Pre-editing,Editor,level-2,"Please clear this probe ""journal information missing""",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 12m
2022-01-21 6:37:28,elife,elife,71895,Typesetter Review,Editor,level-2,Screenshot 2022-01-21 at 12.04.09 PM.png - Cant sign off - Awsnap error came,reverting back to production.,Structure content,Others,House style incorrect,Process,People Training,Ranjithkumar (TYPESETTER),1h 0m
2022-01-21 6:07:38,mbs,acmi,ACMI-D-21-00188,Typesetter Review,Editor,level-3,"Please fix the Probe validation error, PMC validation error and DTD validation error.","In acmi articles should have only one subject group if they have a subject group as ""Case Report"". So i removed other subject group. now probe errors fixed",Probe Validation,Others,Other,Product,People Training,Hemamalini (TYPESETTER),6h 1m
2022-01-21 7:48:13,bmj,bmjopen,bmjopen-2020-046971,Pre-editing,Editor,level-2,Tagging pattern incorrect again occured. Please fix,Moved content page,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 7m
2022-01-21 8:21:33,sage_digital,srmdro,srmdro-2022-1412,Typesetter Check,Editor,level-2,Validation error. Please check and resolve issue,Validation error cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 0m
2022-01-21 4:49:44,bjp,bjo,BJO-2021-0175.R1,Final Deliverables,Editor,level-2,Probe validation failedPlease solve the probe errorsCapture.JPG,validation cleared,Probe Validation,Others,PDF issues,Product,Product New Requirement,Ranjithkumar (TYPESETTER),2h 29m
2022-01-21 7:37:20,elife,elife,70816,Typesetter Review,Editor,level-2,Clotilde--correcponding info duplicated and this author information should came first on corresponding info.,Duplicate corresponding email removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 24m
2022-01-21 5:11:25,elife,elife,73488,Typesetter Review,Editor,level-2,Please fix - [corresp-presence-test] There must be at least one corresponding author (a contrib[@contrib-type='author' and @corresp='yes'] in the first contrib-group).,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 6m
2022-01-21 5:41:35,sage,cms,CMS1077893,Pre-editing,Editor,level-2,"Please clear this probe ""journal information missing""",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),0h 57m
2022-01-21 5:52:30,sage,cms,CMS1077894,Pre-editing,Editor,level-2,"Please clear probe ""journal information missing """,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),0h 43m
2022-01-21 8:21:39,elife,elife,75922,Typesetter Review,Editor,level-2,Please remove the empty Appendix  block.,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),0h 51m
2022-01-21 9:09:27,sage,cms,CMS1077899,Pre-editing,Editor,level-2,"Please clear this probe ""journal information missing""",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),0h 22m
2022-01-21 8:42:59,elife,elife,70535,Typesetter Review,Editor,level-2,Please fix the DTD error.,DTD cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 20m
2022-01-21 4:23:59,elife,elife,76105,Typesetter Review,Editor,level-2,Please fix the remove of Figure 1's image currently appearing in the legend,Figure 1 updated,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 1m
2022-01-21 9:19:48,elife,elife,72375,Typesetter Review,Editor,level-2,please move this article to FD stage,Moving back to production,Misc actions,View DOI,User not able to structure,Product,People Training,Ranjithkumar (TYPESETTER),3h 15m
2022-01-21 7:49:58,spe,speree,RE-0621-0012.R2,Typesetter Check,Editor,level-2,"Equation 5 is linked to equation 6, similarly all equations are linked wrongly. Attached screenshot for your referenceimage.png.Please fix.",Eq id updated through out article please cite & check,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 4m
2022-01-21 4:05:58,bmj,bmjdrc,bmjdrc-2021-002558,Typesetter Review,Editor,level-2,Please update 'BT and MR contributed equally.' to 'BT and MRe contributed equally.',Changed BT and MRe contributed equally. Please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 27m
2022-01-21 6:25:36,spe,spej,SJ-0621-0105.R2,Typesetter Review,Editor,level-2,Please include the appendix part.,Appendix part added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 50m
2022-01-21 9:35:23,spe,spej,SJ-0621-0105.R2,Typesetter Review,Editor,level-2,"1. Clear the validation error2. Change ""Stein 2002"" to ""Stein, 2002""3. In Appendix B section change Table 1 to ""Table B1"" in citation and table label.",Listed issue fixed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 9m
2022-01-21 3:28:29,mbs,ijsem,IJSEM-D-21-00680,Typesetter Review,Editor,level-2,Figure 1 label missing. Please fix.,Figure 1 label added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 41m
2022-01-21 8:37:09,elife,elife,71521,Pre-editing,Editor,level-2,"1) p element cannot contain break. only contain the following elements are allowed - bold, sup, sub, sc, italic, xref, inline-formula, disp-formula, supplementary-material, code, ext-link, named-content, inline-graphic, monospace, related-object. /article[1]/front[1]/article-meta[1]/abstract[1]/p[1]/break[1]2) The break element is only permitted as a child (or descendant) of a table cell. This one is placed elsewhere (article/front/article-meta/abstract/p/break). /article[1]/front[1]/article-meta[1]/abstract[1]/p[1]/break[1]3) Break tag not allowed in Abstract para /article/front/article-meta/abstract/p/break4) Please do fix all the probe and DTD errors.",Abstract para unwanted break tag removed and unwanted bullet text removed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),5h 27m
2022-01-21 9:39:23,spe,spej,SJ-0521-0060.R2,Typesetter Check,Editor,level-2,"(1) Please update this citation ""Fig. A1"" to Fig. A-1.(2) Figure A2 so that there is no black background and rename to Fig. A-2, (Not able to upload attached here)33872811-8516-449b-8cf9-608b9e2a778d.tif",Listed issue fixed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),4h 34m
2022-01-21 5:08:49,bmj,bcr,bcr-2021-246710,Typesetter Check,Editor,level-2,"Please fix the probe error,",Access-type free tag added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 17m
2022-01-21 10:16:54,elife,elife,71238,Pre-editing,Editor,level-2,"Please fix DTD error.Please move the text of legend for Author response image 3 in block ""Orco activation triggers attraction A-C-E. Trace plots representing the mean location of con.......""",Author response image 3 caption moved and Author response table 1 and 2 black qoute removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),4h 28m
2022-01-21 10:35:13,mbs,acmi,ACMI-D-21-00178,Pre-editing,Editor,level-2,1. Unable to generate pdf please fix the error.2. Please fix the Probe error.,"validations cleared, other points can be fixed by yourself.",Figure,Others,Unable to add additional elements,Product,People Training,Ranjithkumar (TYPESETTER),2h 26m
2022-01-21 13:16:12,spe,spej,SPE-209232-PA,Typesetter Check,Editor,level-2,"Please remove the text ""Figure 66"" under the heading ""Question 3""",Figure 66 text removed,Figure,Others,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 33m
2022-01-21 6:16:48,elife,elife,72930,Typesetter Review,Proofing,level-2,Screenshot 2022-01-21 at 11.44.35 AM.png - It is stuck with this stage. Please generate pdf This is today pubdate article,"Main proof and FigurePDF has been generated (Note: Due to some technical problem, not able to generate proof from current server. check the latest pdf which has been trigger from another server, in future if you made any changes in this article and need to generate PDF , Please let us know, We will trigger the proof from customer server. Main proof:https://kriya2.kriyadocs.com/resources/elife/elife/72930/proofing/kriya2.kriyadocs.com/72930.pdf?method=serverFigureProof:https://kriya2.kriyadocs.com/resources/elife/elife/eLife.72930_figure/proofing/kriya2.kriyadocs.com/eLife.72930_figure.pdf?method=server",Proofing scripts,Job manager,Other,Product,Product bug,Aysha (TYPESETTER),1h 37m
2022-01-21 9:12:53,elife,elife,72930,Typesetter Review,Editor,level-2,please move this article to FD stage,Reverted back to production,Misc actions,Approve,Unable to add additional elements,People,Product Missed Requirement,Ranjithkumar (TYPESETTER),2h 4m
2022-01-21 4:30:13,elife,elife,74153,Typesetter Review,Editor,level-2,Please move this to FD stage,Reverting back to production,Find and replace,Others,User unable to override the house style,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),1h 51m
2022-01-21 13:18:43,bmj,bmjopen,bmjopen-2021-052103,Typesetter Review,Editor,level-2,Please fix table 1 block:Screenshot from 2022-01-21 18-47-14.png. (Move table block before footnotes),Table 1 corrected,Tables,Others,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 5m
2022-01-21 5:19:50,bmj,edpract,edpract-2019-317388,Typesetter Review,Proofing,level-2,This article is processed in offline. Please regenerate pdf and share to us,"This is offline article, please share job-id. Refer: https://kriya2.kriyadocs.com/docs/#/frequently-asked-questions/FAQ052",Knowledge issue,Not referred FAQ,Workflow issues,People,People Training,Sathish Kumar (TYPESETTER),2h 10m
2022-01-21 7:45:27,bmj,edpract,edpract-2019-317388,Typesetter Review,Proofing,level-2,"This article is processed in offline. Please regenerate pdf and share to usjobid: ""72b4193f-0b45-4b55-abf8-e6c60f6ae2d2""",Processed in Offline.,Offline process,New issues,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),6h 33m
2022-01-21 15:15:27,bmj,edpract,edpract-2019-317388,Typesetter Review,Proofing,level-2,offfline article--can you base align last page,Processed in Offline.,Offline process,New issues,PDF issues,Product,Product bug,Sathish Kumar (TYPESETTER),15h 41m
2022-01-21 6:17:08,bir,bjr,bjr.20229002,Typesetter Check,Proofing,level-2,"From customer - On several pages (pages 3, 5, 7) the right column ends on a higher line than the left and centre columns. Ideally these should all align on each page through the document. Please can you try to amend this to make it look neater overall? This is urgent.",Article moved offline,Offline process,New issues,Other,Product,Product bug,Aysha (TYPESETTER),7h 54m
2022-01-21 5:42:10,bmj,bmjopen,bmjopen-2021-049300,Typesetter Review,Proofing,level-2,PDF not generating. (showing error: /article/front/article-meta/author-notes/fn[2]/p/ext-link/span/graphic),Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),7h 41m
