Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-01-12 10:34:40,elife,elife,69088,Typesetter Check,Editor,level-2,"Figure 10 does not appear in sequence. Relative to the other figures it is placed in position 7. Please query this with the author. Warning fig-specific-test-3 [fig-specific-test-3] Figure 10 is cited, but does not appear directly after the paragraph citing it. Is that correct? Warning pre-fig-specific-test-2--Please fix figure 10 after its first citaiton",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 31m
2022-01-12 8:58:35,spe,spepo,SPE-205834-PA,Typesetter Check,Editor,level-2,"Please change ""Fig. 6b and c"" to ""Fig. 6b and 6c""","Changed ""Fig. 6b and c"" to ""Fig. 6b and 6c"". Please check.",XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 34m
2022-01-12 9:16:00,mbs,jmm,JMM-D-21-00465,Pre-editing,Editor,level-2,PLease fix the DTD error.,References direct text removed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 12m
2022-01-12 12:11:09,bmj,postgradmedj,postgradmedj-2021-141407,Final Deliverables,Editor,level-2,copyright year 2022,Copyright year changed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 8m
2022-01-12 14:00:18,elife,elife,71968,Typesetter Review,Editor,level-2,"Appendix section is placed outside , pls fix",Appendix group tag added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 17m
2022-01-12 7:27:05,elife,elife,70970,Typesetter Review,Editor,level-2,Please can you change the name to first name: Ceila; surname: Maria Sant'Ana Málaque in group author.,Changed first name: Ceila; surname: Maria Sant'Ana Málaque in group author. Please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 10m
2022-01-12 6:49:13,cabi,cabi.55874,cabi.55874.006,Typesetter Check,Editor,level-2,Pls add this DOI: 10.1079/9781800621282.0006 - below copyright line,DOI added,XML,Others,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 5m
2022-01-12 4:19:11,bmj,bmjpo,bmjpo-2021-001327,Validation Check,Editor,level-2,Please fix DTD error,Unwanted break tag removed error cleared.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 17m
2022-01-12 8:30:54,elife,elife,73325,Pre-editing,Editor,level-2,Please fix DTD error,Figure 2 part lable class name removed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 50m
2022-01-12 5:25:44,bir,bjrcr,bjrcr.20210230,Final Deliverables,Editor,level-2,fpage lpage duplicate pls fix,Duplicate f page l page removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 39m
2022-01-12 11:18:49,bir,bjrcr,bjrcr.20210230,Final Deliverables,Editor,level-2,"IDREFS attribute rid references an unknown ID ""de-fn1""Please clear the DTD error",DTD fixed,Probe Validation,Others,Unable to add additional elements,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),0h 58m
2022-01-12 12:01:37,mbs,ijsem,IJSEM-D-21-00510,Pre-editing,Editor,level-2,Please fix the DTD error.,Author name direct text removed and unwanted double space removed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 51m
2022-01-12 5:21:35,spe,spej,SJ-0521-0074.R2,Typesetter Check,Editor,level-2,"In Nomenclature section, move ""nw, number of wells, dimensionless"" next to ""k, absolute permeability, mD"".",Nomenclature ordered,XML,Others,Other,Product,Product bug,Deepika (TYPESETTER),2h 50m
2022-01-12 13:47:24,spe,spej,SJ-0621-0093.R3,Typesetter Check,Editor,level-2,PDF preview missing in the kriya editor kindly fix this issue,PDF preview showing in kriya editor please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),0h 42m
2022-01-12 12:13:43,spe,spej,SPE-209586-PA,Typesetter Check,Editor,level-2,"(1) Please change this ""Fig. 4)(a)"" to ""Fig. 4a"". (2) ""Fig. 4(2)"" to ""Fig. 4b"". (3) ""Fig. 5(1)"" to ""Fig. 5a"". (4) ""Fig. 5(2)"" to ""Fig. 5b"". (5) ""Fig. 7(1)"" to ""Fig. 7a"". (6) ""Fig. 7(2)"" to ""Fig. 7b"". (7) ""Fig. 8(1)"" to ""Fig. 8a"". (8) ""Fig. 8(2)"" to ""Fig. 8b"". (9) ""(q18) and Eq.19"" change this to "" Eqs. 18 and 19""",All figure citation changed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 54m
2022-01-12 10:34:39,isass,ijss,IJSSURGERY-D-21-00245,Pre-editing,Editor,level-2,Some of the entities aren’t converted properly (PDF proof). Please re-try! If problem exist please assign this file back to Technical Support (Exeter). Please resolve issue.,References 7 unwanted junk removed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 24m
2022-01-12 13:05:46,isass,ijss,IJSSURGERY-D-21-00245,Pre-editing,Editor,level-2,Entities issue pdf,"This ticket needs to be assinged to proofing, wrongly assigned to Editor",PDF Proof preview,Generate PDF,Other,People,People Training,Ayyappan (TYPESETTER),0h 13m
2022-01-12 9:48:42,spe,spej,SPE-209588-PA,Pre-editing,Editor,level-2,"1. Could not upload the figures 6, 7 and 11 Screenshot from 2022-01-12 15-00-23.png, please check this 2. Attribute data-id should not be same. Screenshot from 2022-01-12 15-16-36.png kindly fix this issue.",1. please do check with Art team or convert the image into jpeg2.validation cleared,Figure,Others,Unable to add additional elements,Product,Product New Requirement,Ranjithkumar (TYPESETTER),2h 7m
2022-01-12 13:42:27,spe,spej,SPE-209588-PA,Pre-editing,Editor,level-2,"PDF preview is not updated in the editor. Showing as ""Missing PDF file. More InformationClose"". kindly fix is this issue [URGENT]",PDF preview is showing in the editor please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 47m
2022-01-12 6:43:02,elife,elife,70701,Typesetter Check,Editor,level-2,Please remove unwanted QueryThe sequence of citations has changed and the referred objects are reordered Figure 3—figure supplement 3 has been changed to Figure 3—figure supplement 2,Unwanted queries removed,Queries,Queries quick access,User unable to override the house style,People,Product Missed Requirement,Ranjithkumar (TYPESETTER),1h 24m
2022-01-12 4:24:06,bjp,bjr,BJR-2021-0364.R1,Pre-editing,Editor,level-2,"BJR-2021-0364.R1_ Probe error.JPG When approve is given, it displays the probe error. Kindly fix it.",http://www.bfix.cn/ Please update correct,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 54m
2022-01-12 11:09:08,mbs,mic,MIC-D-21-00248,Pre-editing,Editor,level-2,Please fix the DTD validation error.,Dixed,Probe Validation,Others,House style incorrect,Product,Product New Requirement,Ranjithkumar (TYPESETTER),0h 55m
2022-01-12 9:18:31,elife,elife,64543,Pre-editing,Editor,level-2,"1) mml:mfenced element has attribute(s) with an empty value. [mml:mfenced close=""""]. If this cannot be filled out yet (due to missing or incomplete information), please ensure that the authors are queried, as appropriate. /article[1]/body[1]/sec[4]/sec[12]/p[5]/disp-formula[1]/*:math[namespace-uri()='http://www.w3.org/1998/Math/MathML'][1]/*:mfrac[namespace-uri()='http://www.w3.org/1998/Math/MathML'][1]/*:mrow[namespace-uri()='http://www.w3.org/1998/Math/MathML'][2]/*:msup[namespace-uri()='http://www.w3.org/1998/Math/MathML'][2]/*:mrow[namespace-uri()='http://www.w3.org/1998/Math/MathML'][1]/*:mfenced[namespace-uri()='http://www.w3.org/1998/Math/MathML'][1]/*:mrow[namespace-uri()='http://www.w3.org/1998/Math/MathML'][1]/*:mfenced[namespace-uri()='http://www.w3.org/1998/Math/MathML'][1]2) [custom-meta-test-3] One meta-value must be present in custom-meta. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/article-structure/abstract-digest-impact-statement#custom-meta-test-3 /article[1]/front[1]/article-meta[1]/custom-meta-group[1]/custom-meta[1]Impact statement is present in kriya but, not in XML. Please do fix this error.3) Attributes cannot be have empty values /article/body/sec[4]/sec[12]/p[5]/disp-formula/mml:math/mml:mfrac/mml:mrow[2]/mml:msup[1]/mml:mrow[1]/mml:mfenced4) Please do fix all the DTD errors.",validation cleared,Probe Validation,Others,House style incorrect,People,People Training,Ranjithkumar (TYPESETTER),1h 54m
2022-01-12 11:41:57,elife,elife,64543,Pre-editing,Editor,level-2,"Please move Scheme 1 in after this para ""Consider a system where RNAP can exist in only three states:""",fixed,Probe Validation,Others,Unable to add additional elements,Process,Product New Requirement,Ranjithkumar (TYPESETTER),2h 35m
2022-01-12 6:46:56,elife,elife,76898,Typesetter Check,Editor,level-2,Please fix copy right statement errore9d4ab62-c631-43b5-af7a-66a175d0bbfb.jpeg,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 38m
2022-01-12 9:58:00,bmj,bmjopen,bmjopen-2021-050670,Typesetter Review,Editor,level-2,Please fix probe error.,indented applied,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),3h 25m
2022-01-12 11:00:13,bmj,thoraxjnl,thoraxjnl-2021-217751,Typesetter Check,Editor,level-2,Please change 'LS and MG are joint first authors' to 'LS and MG are joint last authors',Joint author updated,Probe Validation,Others,House style incorrect,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),1h 35m
2022-01-12 3:16:07,bmj,neurintsurg,neurintsurg-2021-018234,Typesetter Review,Editor,level-2,Please clear probe error,"The subject group name has been changed ""ischemic stroke"" to ""vascular neurology"". But it is not in the config. Here error occured due to ""ischemic stroke"" topic code in the raw xml. Please provide the topic code for ""Vascular Neurology"" or remove ""ischemic stroke"" topic code in the raw xml",Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),9h 19m
2022-01-12 5:28:50,mbs,acmi,ACMI-D-21-00193,Final Deliverables,Editor,level-2,"Please remove duplicate epub date ""Published 02 October 2021""",listed points fixed,Probe Validation,Others,Unable to add additional elements,People,People Training,Ranjithkumar (TYPESETTER),2h 24m
2022-01-12 6:46:10,mbs,ijsem,IJSEM-D-21-00532,Typesetter Review,Editor,level-2,"Footnote designator ""†"" missing for deceased statement ""Deceased on January 7th 2020."" and the author ""Milton Simões da Costa"" in editor and pdf. Please fix.",Deceased statement updated,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),5h 29m
2022-01-12 12:58:26,elife,elife,71229,Pre-editing,Editor,level-2,Facing Floating error while generating PDF (Screenshot). Please fix thisWhatsApp Image 2022-01-12 at 6.15.21 PM.jpeg,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 3m
2022-01-12 1:50:23,sage_digital,srmdro,srmdro-2022-1318,Pre-editing,Editor,level-2,Validation error. Please check and resolve issue,Validation error cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 27m
2022-01-12 9:36:26,bmj,jech,jech-2020-215694corr2,Pre-editing,Editor,level-2,"Please add covid tag, probe error.",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 38m
2022-01-12 10:56:35,bmj,bcr,bcr-2021-245455,Pre-editing,Editor,level-2,Please clear probe validation error. it shows covid related paper license issue.,free tag added,Probe Validation,Others,User unable to override the house style,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),1h 29m
2022-01-12 10:30:00,bmj,bcr,bcr-2021-247347,Pre-editing,Editor,level-2,Please fix the probe error.,validation cleared,Probe Validation,Others,User unable to override the house style,Product,Special Request,Ranjithkumar (TYPESETTER),1h 30m
2022-01-12 11:40:26,elife,elife,69906,Pre-editing,Editor,level-2,"There is one contrib with the attribute equal-contrib='yes'. This cannot be correct. Either 2 or more contribs within the same contrib-group should have this attribute, or none. Check LiBochuanThere is no equal contrib for this file. Please delete Equal contribution in XML for -- Bochuan Li",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 39m
2022-01-12 4:54:48,elife,elife,71503,Typesetter Review,Editor,level-2,Unable to signoff to next stage please move this to publisher review,MOved next stage,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 18m
2022-01-12 3:29:37,mbs,ijsem,IJSEM-D-21-00742,Pre-editing,Editor,level-2,Please fix the DTD validation error,Reference validated,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),3h 10m
2022-01-12 2:28:35,bmj,medhum,medhum-2021-012257,Pre-editing,Editor,level-2,Please clear probe error,"DTD fixed, Please check double space at your end",Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),5h 22m
2022-01-12 8:31:58,bmj,medhum,medhum-2021-012257,Pre-editing,Editor,level-2,Unable to clear the probe at our end. Clear probe,probe fixed,Probe Validation,Others,User unable to override the house style,Product,Product New Requirement,Ranjithkumar (TYPESETTER),3h 12m
2022-01-12 7:09:33,bmj,bmjopen,bmjopen-2021-057266,Typesetter Review,Editor,level-2,DTD Error,Rid issue fixed,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),2h 24m
2022-01-12 9:07:55,elife,elife,72579,Pre-editing,Editor,level-2,"1) This is a CC0 licensed article (http://creativecommons.org/publicdomain/zero/1.0/), but there is a copyright-holder (Williams et al) which is not correct. https://elifesciences.gitbook.io/productionhowto/-M1eY9ikxECYR-0OcnGt/article-details/content/licensing-and-copyright#cc-0-test-3 /article[1]/front[1]/article-meta[1]/permissions[1].2) [license-p-test-3] If a license element has an xlink:href attribute, there must be a link in license-p that matches the link in the license/@xlink:href attribute. License link: http://creativecommons.org/publicdomain/zero/1.0/. Links in the license-p: http://creativecommons.org/publicdoman/zero/1.0/. /article[1]/front[1]/article-meta[1]/permissions[1]/license[1]/license-p[1]3) Competing interests footnote ends with full stop - is affiliated with Celltrion. The author has no financial interests to declare. - Please remove the full stop.4) Competing interests footnote ends with full stop - has consulted for Abbott diagnostics and Imaware Disgnostics. The author has no other competing interest to declare. - Please remove the full stop. /article[1]/back[1]/sec[1]/fn-group[1]/fn[3]5) Competing interests footnote ends with full stop - is the founder of FloKines Pharma. - Please remove the full stop. /article[1]/back[1]/sec[1]/fn-group[1]/fn[4]6) Tag should not have empty value /article/body/sec[4]/table-wrap/table/tbody/tr[35]/td[5]/named-content[2]7) Also, Please do fix all the DTD errors.",License corrected,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),4h 47m
2022-01-12 12:35:28,bmj,neurintsurg,neurintsurg-2021-018170,Pre-editing,Editor,level-2,Please delete in-line table under the conclution para,Inline table removed,Probe Validation,Others,Other,Product,Product bug,Deepika (TYPESETTER),1h 10m
2022-01-12 5:56:17,elife,elife,73651,Pre-editing,Editor,level-2,Please fix reference id order from 25...,Refernces & Video id updated,Structure Content,other,Saving Issue,Product,Product BUG,Muthukumar Balachandran,2h 50m
2022-01-12 3:27:32,elife,elife,68490,Pre-editing,Editor,level-2,Additional informationCompeting financial interests The authors declare no competing financial interests.Please remove supplementary table 4 and Addentional informtion,Content removed,Structure Content,other,Saving Issue,Product,Product BUG,Muthukumar Balachandran,2h 41m
2022-01-12 10:58:11,elife,elife,68490,Pre-editing,Editor,level-2,ERROR Block missing in TblCaption. Please check,validation cleared,Structure Content,other,Editor Functionality,Product,Product New Requirement,Ranjithkumar Murugan,1h 10m
2022-01-12 9:35:23,elife,elife,74707,Typesetter Review,Editor,level-2,"Please swap only the legends in-between Figure 2-Figure Supplements 2 and 3, not the title and all.",Fig captions swapped,Structure content,Others,Unable to add additional elements,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),1h 3m
2022-01-12 13:52:08,spe,spepo,SPE-209590-PA,Pre-editing,Editor,level-2,1)Please remove semicolon after (NIS Gazprom Neft) author affiliation.2)Please resolve entity issue and generate preview also.,Listed issue updated,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 20m
2022-01-12 12:46:29,elife,elife,71858,Typesetter Review,Editor,level-2,Please correct the table 2 and table 3 placement in kriya. Table 2 shoud come first.,Tables arranged,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 59m
2022-01-12 11:48:30,bjp,bjj,BJJ-2021-1079.R1,Final Deliverables,Editor,level-2,Please add page number for reference 18. (First page =2- Last page =7.e1.),reference updated,Document elements,References,User not able to structure,Product,Product New Requirement,Ranjithkumar (TYPESETTER),0h 26m
2022-01-12 5:30:38,mbs,mic,MIC-D-21-00238,Typesetter Review,Editor,level-2,Please fix the DTD validation error.,DTD cleared. Check the 1st reference,Document elements,References,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 16m
2022-01-12 10:08:04,elife,elife,74512,Typesetter Review,Editor,level-2,"1. Move Figure 5-videos 3 and 4 after figure 5-video 2.2. Please re-order the Data-sets with the listed order of Indentifier: EMD-25046, EMD-25047, EMD-25048, EMD-25049, EMD-25050, EMD-25051, EMD-25052, EMD-25053, EMD-25054, EMD-25055, EMD-25056, EMD-25057, EMD-25058, EMD-25059, EMD-25060, and EMD-25061, EMPIAR-10820, EMPIAR-10898.",listed issues fixed,Misc actions,Log out,Unable to add additional elements,Product,People Training,Ranjithkumar (TYPESETTER),1h 17m
2022-01-12 11:48:18,spe,spej,SPE-209589-PA,Pre-editing,Editor,level-2,"1) Remove duplicated auto AQ's Krishna 2016a and Krishna 2016b.2) Please remove entire nomenclature list and add modify option tag.3) Please fix Equation 2, A-4 and A-8. Some characters are missing.4) Please check highlighted comments in attached MS body matter and appendix section. Please rename in kriya as present in MS.sj-0921-0034 marked.pdf","Listed issues fixed, pls do check and correct the equation.",Misc actions,Others,Unable to add additional elements,Process,Product New Requirement,Ranjithkumar (TYPESETTER),4h 41m
2022-01-12 6:47:00,spe,speree,RE-0621-0004,Final Deliverables,Editor,level-2,Not able to sign off this article,Reverting back to production,Find and replace,Others,User unable to override the house style,Product,Process Complication,Ranjithkumar (TYPESETTER),3h 9m
2022-01-12 9:22:12,spe,speree,SPE-209591-PA,Pre-editing,Editor,level-2,1.JPG Block missing in AlgCaption. Kindly check,DIV block inserted,AHS not working,Tagging pattern incorrect,XML Transformation,Product,Product BUG,Hariharan VP,4h 57m
2022-01-12 8:34:34,elife,elife,71720,Typesetter Check,Editor,level-2,Please remove red font in paraScreenshot from 2022-01-12 14-03-52.png,Font color corrected,Menu bar - other,Styles,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 19m
2022-01-12 10:29:02,bmj,bmjdrc,bmjdrc-2021-002584,Typesetter Check,Editor,level-2,"Typesetting table failed - ""Contains colspan in all rows and same column in each row"". Please fix table 1 properly",Tablesetter failed,Tables,Table setter,User unable to override the house style,Product,Product bug,Hariharan (TYPESETTER),4h 22m
