Date,Customer,Project,Article ID,Stage Name,Support Type,Level,Issue reported,Resolved notes,Category,Sub-category,What,Who,Why,Agent name,SLA
2022-02-03 3:49:42,sage_digital,srmdro,srmdro-2022-1480,Typesetter Check,Editor,level-2,Please fix below list item. We cant change list item 5.1 Changing the layout 5.2 Applying appearance settings 5.2.1 Colour by Modularity Class 5.2.2 Size by iIn-degree Centrality 5.2.3 Adding Node Labels and Changing Their Size,By clicking the shift+tab list will be unwrapped. Please check,Document elements,Others,Unable to add additional elements,Product,Product New Requirement,Ranjithkumar (TYPESETTER),2h 28m
2022-02-03 7:59:33,spe,spej,SPE-209575-PA,Typesetter Review,Editor,level-2,Remove nomenclature head.,Nomenclature removed,Document elements,Others,User unable to override the house style,Process,Product New Requirement,Ranjithkumar (TYPESETTER),2h 4m
2022-02-03 2:39:56,bmj,bmjophth,bmjophth-2021-000932,Typesetter Review,Editor,level-2,"As per your suggestion, i have searched for tag \it in equations, but the italic tag is not there in equation editor. Kindly check and fix the greek symbols as per client request","By default small greeks are configured to italic symbol only, so its a config update. If we change it then it would affect all the papers.",Document elements,Others,Linking between the elements are incorrect,Product,People Training,Ranjithkumar (TYPESETTER),8h 34m
2022-02-03 8:37:59,elife,elife,71094,Typesetter Review,Editor,level-2,"Please change this text colour in black in the para ""Unprocessed raw files were submitted to Proteo.......""",text color removed,Document elements,Others,PDF issues,Process,People Training,Ranjithkumar (TYPESETTER),4h 49m
2022-02-03 11:28:05,elife,elife,68925,Typesetter Check,Editor,level-2,Please fix equal contribution authors in XML.,"It seems contributions are correctly mapped, please elaborate the issue.",Document elements,Others,Unable to add additional elements,Process,People Training,Ranjithkumar (TYPESETTER),2h 49m
2022-02-03 4:21:56,elife,elife,63405,Typesetter Review,Editor,level-2,The extra data availability statement is still in the XML. It needs to be removed. please removeScreenshot from 2022-02-03 09-50-05.png,DAS updated,Document elements,Others,PDF issues,Product,People Training,Ranjithkumar (TYPESETTER),5h 5m
2022-02-03 13:06:51,elife,elife,63405,Typesetter Review,Editor,level-2,Please move Tables 1-4 to a new Appendix 2 as Appendix 2—tables 1-4 and update the in-text citations accordingly.,"As requested moved the tables, but there is no appendix 2. Please check",Document elements,Others,House style incorrect,Product,Product New Requirement,Ranjithkumar (TYPESETTER),2h 45m
2022-02-03 3:53:08,ppl,bio,bio_2021_202,Typesetter Check,Editor,level-2,Please insert the Inline image in before Abstract section. Please refer this article: BIO04202008. Please find attached Inline image in kriya notes.,inline image added,Document elements,Metadata,Meta data loading issues,Product,Product bug,Sneka (TYPESETTER),2h 44m
2022-02-03 9:33:51,elife,elife,74447,Pre-editing,Editor,level-2,1. Please change Figure 1—source data 13 as Figure 1—source data 7.2. Move Figure 1—source data 7 to correct place before Figure 1—source data 8.,Source data updated,Document elements,Others,User not able to structure,Product,Product Missed Requirement,Ranjithkumar (TYPESETTER),3h 44m
2022-02-03 11:46:22,bmj,bmjoq,bmjoq-2021-001569,Typesetter Review,Editor,level-2,"In the process of reviewing the proof Author have lost the text to the background section. All background text has dissapperaed, please re-insert as it was in the last version ""https://kriya2.kriyadocs.com/version?customer=bmj&project=bmjoq&doi=bmjoq-2021-001569&versions=snapshots/8_authorreview/bmjoq-2021-001569_2022_01_31_00_50_27_UTC_Adnan%20Ali.xml""And also remove the grey background in ""Baseline measurement"" Section. Unable to remove at our end",Content loaded from backup,Document elements,Paragraph,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 10m
2022-02-03 5:44:59,bmj,medhum,medhum-2021-012212,Typesetter Review,Editor,level-2,"Please remove the supplemental disclaimer statement,",unwanted tag removed,Document elements,End foot notes,XML issues,Product,Product bug,Sneka (TYPESETTER),1h 1m
2022-02-03 6:59:44,elife,elife,72898,Typesetter Review,Editor,level-3,"While gave export PDF re-order pop-up happen, but the table citation is correct so, re-order should not be happen. Please fix.",Fixed,Document elements,Citation,XML issues,Product,Product bug,Sandeep (TYPESETTER),6h 22m
2022-02-03 12:05:05,elife,elife,71226,Pre-editing,Editor,level-2,"1. Unknown img path--please fix unable to edit or save this content2. Also please delete preprint date as per cient rrequest as ""Please remove the listed preprint information as this paper does not have a preprint. """,fixed,Document elements,Equation,Other,Product,Product bug,Sneka (TYPESETTER),2h 4m
2022-02-03 7:35:54,spe,spej,SPE-209236-PA,Typesetter Review,Editor,level-2,"In equation 3, please make H italic (displayed correclty in equation editor)",equation corrected,Document elements,Equation,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),1h 55m
2022-02-03 4:44:51,bmj,neurintsurg,neurintsurg-2020-017054.rep,Validation Check,Editor,level-2,Unable to sign off this article. It shows Unknown article-type value 'reprint'. Please sign off this article.,Moving back to production,Document elements,Others,Linking between the elements are incorrect,Product,Process Complication,Ranjithkumar (TYPESETTER),0h 54m
2022-02-03 12:17:27,bmj,neurintsurg,neurintsurg-2020-017054.rep,Final Deliverables,Editor,level-2,probe error,Moved satge,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),2h 6m
2022-02-03 11:39:16,sage,npx,NPX1029522,Typesetter Review,Editor,level-2,Please change copyright year as 2020 when i changed this the licence statement disappear.,License year updated,Document elements,License,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 39m
2022-02-03 14:28:20,sage,npx,NPX1029522,Typesetter Review,Editor,level-2,Please change copyright year as 2022.,Copyright updated,Document elements,Others,House style incorrect,Product,People Training,Ranjithkumar (TYPESETTER),1h 27m
2022-02-03 6:52:05,isass,ijss,IJSSURGERY-D-21-00245,Typesetter Review,Editor,level-2,"Reference list 7, 13, 14 doi end period here in pdf. Please remove period.",Reference doi corrected,Document elements,References,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),0h 16m
2022-02-03 6:18:21,spe,spej,SPE-209608-PA,Pre-editing,Editor,level-2,1) Please generate Pdf preview.2) Please delete all nomenclature list items.3) Please check attachment. Not able to edit supplementary file 1 links. Please rename the links as highlighted in yellow in the attachment.SPE-209608-PA MS marked.docx,citation and pdf preview corrected,Document elements,Citation,Content loading issues,Product,Product bug,Hariharan (TYPESETTER),2h 6m
2022-02-03 7:00:55,spe,spej,SPE-209228-PA,Typesetter Review,Editor,level-2,"Link equation 10 ""Eq. 10""",Eq linked,Document elements,Others,House style incorrect,Process,Product New Requirement,Ranjithkumar (TYPESETTER),2h 53m
2022-02-03 6:34:11,bmj,medhum,medhum-2021-012300,Pre-editing,Editor,level-2,It is very very difficult to tag the article again (Article contain more content and References) it take too much time too tag the contents. Please Check and take backup in AHS stage (which is i moved to support).,Please tag the untagged elements at your end.,Structure Content,other,Structure content,Product,Product BUG,Pradheep K,4h 13m
2022-02-03 6:41:32,spe,spej,SPE-209610-PA,Pre-editing,Editor,level-2,image (6).png Kindly fix the validation error,validation cleared,AHS not working,Colspan issue,Pre-processing,Product,Product New Requirement,Ranjithkumar Murugan,4h 33m
2022-02-03 9:57:09,elife,elife,70494,Pre-editing,Editor,level-2,"1) Please do move the key resources table after ""Molecular Phylogeny of East Asian Bufo"" paragraph. It should be a part of Appendix 1.2) Appendix 1 and a paragraph starting with the sentence ""This supplementary text includes the supportive information of materials and"" is tagged as reference text. Please do tag this as Appendix head 1 and appendix para respectively.",listed points updated,AHS not working,Tagging pattern incorrect,Pre-processing,Product,Product New Requirement,Ranjithkumar Murugan,4h 0m
2022-02-03 7:54:21,bmj,bmjopen,bmjopen-2021-052832,Pre-editing,Editor,level-2,Please fix the validation error.,Validation cleared,AHS not working,Tagging pattern incorrect,Citations Issue,Process,Product New Requirement,Ranjithkumar Murugan,2h 4m
2022-02-03 11:40:04,elife,elife,70521,Pre-editing,Editor,level-2,"While approving, showing error as ""Block missing in GraphCaption"". Please do fix this error.",validation cleared,AHS not working,Empty tag issue,Workflow Process,Product,Product Missed Requirement,Ranjithkumar Murugan,2h 43m
2022-02-03 14:28:52,iet_books,iet_books.48858,iet_books.48858.010,Pre-editing,Editor,level-2,"Hi Team,While running the Apply House style the error ""Tagging pattern incorrect"" pops up. Kindly do the needful.Thanks,Rajkumar R",validation cleared,Structure Content,other,AHS Script,Product,Product New Requirement,Ranjithkumar Murugan,1h 36m
2022-02-03 7:30:34,bjp,bjj,BJJ-2021-0167.R5,Pre-editing,Editor,level-2,Please check structure content not working.,Structure content working fine please check.,Structure Content,other,Structure content,People,People Training,Pradheep K,5h 8m
2022-02-03 8:26:10,spe,spej,SPE-209235-PA,Typesetter Review,Editor,level-2,"Move the reference ""Hibiki, T. and Ishii, M. 2000"" next to ""Hewitt, G. F. and Roberts, D. N. 1969"".",References order corrected.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 19m
2022-02-03 9:34:49,mbs,mgen,MGEN-D-21-00389,Pre-editing,Editor,level-2,"Please fix the following issues:1. Please remove link from the reference citation bracketes. 2. Reference in-text citations has not been changed to square brackets ""[ ]"".",Reference citation bracketes removed square brackets added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 36m
2022-02-03 9:26:05,spe,spej,SPE-209612-PA,Pre-editing,Editor,level-2,image (7).png Kindly fix the error,Article moved editor page please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 37m
2022-02-03 12:10:51,sage_digital,srmdro,srmdro-2022-1616,Typesetter Check,Editor,level-2,Approve stage error. Validation error. Please check and resolve issue,No issue please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 50m
2022-02-03 11:09:59,bjp,bjj,BJJ-2021-1247.R1,Pre-editing,Editor,level-2,Please remove (n.d) comment at reference 25 and 26.,Removed (n.d) comment at reference 25 and 26. Please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 52m
2022-02-03 13:14:49,spe,spej,SJ-0821-0001.R1,Typesetter Review,Editor,level-2,image (8).png 1. Kindly remove 0 from the author[Marked in snap]image (9).pngimage (10).png 2. Kindly remove paper presented at the for marked references,Listed issue fixed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),1h 56m
2022-02-03 3:55:37,bmj,bmjgh,bmjgh-2021-007370,Pre-editing,Editor,level-2,Please fix the Probe validation error.,Unwanted ext link removed.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),5h 58m
2022-02-03 11:37:33,bmj,bmjgh,bmjgh-2021-007370,Pre-editing,Editor,level-2,Figures citation not sequential order. But kriya not changed figures reordered in sequential order. Please fix.,"when replacing the citation figures are re-ordered, please check/",Figure,Others,Pattern not recognised,Product,Product New Requirement,Ranjithkumar (TYPESETTER),2h 42m
2022-02-03 8:06:51,isass,ijss,IJSSURGERY-D-20-00240,Typesetter Check,Editor,level-2,"Unable to add Keywords from my end so please add below keywords ""PHQ-9 = Patient Health Questionnaire-9; MDD = major depressive disorder; lumbar decompression; risk factors; SF-12 = Short Form-12; VR-12 = Veterans RAND 12 Item Health Survey (VR-12)""","Keywords updated, if it is not shown in editor please raise a git ticket.",XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),4h 59m
2022-02-03 5:37:02,bmj,neurintsurg,neurintsurg-2021-018347,Typesetter Check,Editor,level-2,PLease add supplemental disclaimer statement,Supplemental disclaimer statement added please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 56m
2022-02-03 11:20:48,bmj,bmjopen,bmjopen-2021-052911,Pre-editing,Editor,level-2,Please remove the author queries:1. Please provide an in-text citation for Figure 1.2. Please provide an in-text citation for Figure 2.Because that figures 1 and 2 cited in text.,Unwanted query removed please check.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),3h 15m
2022-02-03 10:57:32,bmj,bmjopen,bmjopen-2020-047474,Typesetter Review,Editor,level-2,Please move online supplemental file 1 block above the references.,Moved online supplemental file 1 block above the references.,XML,Others,Other,Product,Product bug,Pradheep (TYPESETTER),2h 48m
2022-02-03 13:00:12,iet_books,iet_books.48858,iet_books.48858.003,Pre-editing,Editor,level-2,"During approve to next stage the following error shows.et al should have ""et al."" /article/book-part/back/ref-list/ref[9]/mixed-citation/person-group/etal et al",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),0h 44m
2022-02-03 12:04:40,iet_books,iet_books.48858,iet_books.48858.004,Pre-editing,Editor,level-2,"While approve to next stage it shows the following error.et al should have ""et al."" /article/book-part/back/ref-list/ref[31]/mixed-citation/person-group/etal et al",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),1h 35m
2022-02-03 4:14:29,elife,elife,71263,Typesetter Review,Editor,level-2,"Can't sign off this article, pleae move to publisher review",MOved,Probe Validation,Others,Workflow issues,Product,Special Request,Muthukumar (TYPESETTER),3h 28m
2022-02-03 8:49:38,isass,ijss,IJSSURGERY-D-21-00062,Typesetter Review,Editor,level-2,"Please clear validation errors. i am unable to see twitter ID in editor ""Please remove ""@"" symbol in twitter ID (Should not starts with ""@"")""",@ remove from your end,Probe Validation,Others,Content loading issues,People,People Training,Muthukumar (TYPESETTER),3h 7m
2022-02-03 7:03:46,elife,elife,67021,Pre-editing,Editor,level-2,"1. cc-0-test-3] This is a CC0 licensed article (http://creativecommons.org/publicdomain/zero/1.0/), but there is a copyright-holder (McKie et al) which is not correct. 2. Error license-p-test-3 [license-p-test-3] If a license element has an xlink:href attribute, there must be a link in license-p that matches the link in the license/@xlink:href attribute. License link: http://creativecommons.org/publicdomain/zero/1.0/. Links in the license-p: http://creativecommons.org/publicdoman/zero/1.0/. 3. Error license-p-test-4 [license-p-test-4] If a license contains an ali:license_ref element, there must be a link in license-p that matches the link in the ali:license_ref element. ali:license_ref link: http://creativecommons.org/publicdomain/zero/1.0/. Links in the license-p: http://creativecommons.org/publicdoman/zero/1.0/.4. Attributes cannot be have empty values",Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 47m
2022-02-03 7:50:59,elife,elife,74363,Pre-editing,Editor,level-2,1. Please fix DTD-validator error 2. research-organism keywords cannot have child elements such as sub. Please fix this 3. alt-title element is not allowed. Fix this,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 53m
2022-02-03 6:09:49,bjp,bjj,BJJ-2021-1708.R1,Pre-editing,Editor,level-2,Please fix DTD validation error.,Probe cleared,Probe Validation,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),3h 50m
2022-02-03 14:30:27,elife,elife,70684,Typesetter Review,Editor,level-2,Please fix the 3 DTD Errors. Please fast-track.,Check the citation issue at your end and update,Probe Validation,Others,House style incorrect,People,Product bug,Ranjithkumar (TYPESETTER),1h 33m
2022-02-03 5:32:04,elife,elife,77538,Pre-editing,Editor,level-2,"1. Please fix DTD error an probe error2. Please remove abstract group3. Please remove Back matter4. please remove uncited figure label and related author Query for figure5. need to place figure on respective area, please ping me--becoze it have 10 figures so it confuse",Figures updated,Structure content,Others,Content loading issues,Product,Product bug,Muthukumar (TYPESETTER),5h 52m
2022-02-03 9:53:43,elife,elife,68677,Typesetter Review,Editor,level-2,"Can this be link to ""https://archive.softwareheritage.org/swh:1:dir:2f34320898ea3138db270771b50d6e79373801d3;origin=https://github.com/nyuhuyang/scRNAseq-SSCs;visit=swh:1:snp:536c062c0170e2381adcded94186a0b6537ac5e5;anchor=swh:1:rev:9e17b2b7a8871b9aa4f506fdb723f637fc9f0b2c"" over this text ""swh:1:rev:9e17b2b7a8871b9aa4f506fdb723f637fc9f0b2c"" in Figure 1-Source data 3.",Link updated,Concordance index,Others,User not able to structure,Process,People Training,Ranjithkumar (TYPESETTER),4h 25m
2022-02-03 14:06:37,spe,spej,SPE-209598-PA,Pre-editing,Editor,level-2,"1) Please check Eq 12,16 and 36 citations. Equation number linking as Eq. 43 for all these 3 equations. Please correct.2) Please clear validation error (Attribute ID should not be same).3) Please generate pdf preview.","Listed points fixed, for PDF preview pls do generate PDF.",Concordance index,Others,XML issues,Product,Process Complication,Ranjithkumar (TYPESETTER),1h 40m
2022-02-03 10:51:33,bmj,neurintsurg,neurintsurg-2020-017122.rep,Typesetter Review,Editor,level-2,Please move the article manually to next stage (Publisher review).,Reverting back to production,Figure,Others,House style incorrect,Product,Process Complication,Ranjithkumar (TYPESETTER),3h 8m
2022-02-03 6:44:45,mbs,acmi,ACMI-D-21-00218,Pre-editing,Editor,level-2,Query Duplication,Query duplication removed,Queries,Query card,Meta data loading issues,Product,Product bug,Hariharan (TYPESETTER),8h 9m
